,cod_ship,Order ID,Order Date,Ship Date,Ship Mode,City
369,370,CA-2015-156433,20/09/2015,26/09/2015,Standard Class,San Francisco
370,371,CA-2018-151428,21/09/2018,26/09/2018,Standard Class,Rochester
371,372,CA-2016-124653,24/12/2016,26/12/2016,First Class,Rochester
372,373,CA-2016-101910,27/11/2016,03/12/2016,Standard Class,Lake Elsinore
373,374,CA-2018-105809,20/02/2018,23/02/2018,First Class,San Diego
374,375,CA-2017-136133,18/08/2017,23/08/2017,Second Class,New York City
375,376,CA-2017-115504,12/03/2017,17/03/2017,Standard Class,Monroe
376,377,CA-2018-135783,22/04/2018,24/04/2018,First Class,San Francisco
377,378,CA-2015-134313,01/11/2015,07/11/2015,Standard Class,Denver
378,379,CA-2016-140921,03/02/2016,05/02/2016,First Class,Omaha
379,380,CA-2015-151995,13/10/2015,15/10/2015,First Class,Edmonds
380,381,CA-2018-143686,14/05/2018,14/05/2018,Same Day,Santa Ana
381,382,CA-2016-106565,20/03/2016,23/03/2016,First Class,Milwaukee
382,383,CA-2017-149370,15/09/2017,19/09/2017,Standard Class,Philadelphia
383,384,CA-2015-140858,28/06/2015,02/07/2015,Standard Class,Philadelphia
384,385,CA-2018-101434,20/06/2018,27/06/2018,Standard Class,Belleville
385,386,US-2015-102071,09/05/2015,15/05/2015,Standard Class,San Francisco
386,387,CA-2018-126956,21/08/2018,28/08/2018,Standard Class,Lakeville
387,388,CA-2018-129462,16/06/2018,21/06/2018,Second Class,Florence
388,389,CA-2017-165316,23/07/2017,27/07/2017,Standard Class,Tampa
389,390,US-2015-115987,08/09/2015,13/09/2015,Second Class,Tyler
390,391,US-2018-156083,04/11/2018,11/11/2018,Standard Class,Columbia
391,392,US-2017-137547,07/03/2017,12/03/2017,Standard Class,Fort Worth
392,393,CA-2016-100454,20/11/2016,25/11/2016,Standard Class,New York City
393,394,CA-2017-161669,07/11/2017,09/11/2017,First Class,Los Angeles
394,395,CA-2016-114300,13/10/2016,17/10/2016,Standard Class,Louisville
395,396,CA-2018-107503,01/01/2018,06/01/2018,Standard Class,Lorain
396,397,CA-2015-107755,07/02/2015,12/02/2015,Standard Class,Linden
397,398,CA-2017-152534,20/06/2017,25/06/2017,Second Class,Salinas
398,399,CA-2017-113747,28/05/2017,04/06/2017,Standard Class,Jackson
399,400,CA-2017-123274,19/02/2017,24/02/2017,Standard Class,New York City
400,401,CA-2015-125612,03/08/2015,08/08/2015,Standard Class,New York City
401,402,CA-2018-161984,10/04/2018,15/04/2018,Standard Class,New Brunswick
402,403,CA-2015-133851,09/06/2015,16/06/2015,Standard Class,San Francisco
403,404,CA-2017-134474,05/01/2017,07/01/2017,Second Class,Jacksonville
404,405,CA-2015-149020,10/01/2015,15/01/2015,Standard Class,Springfield
405,406,CA-2017-134362,29/09/2017,02/10/2017,First Class,Philadelphia
406,407,CA-2015-136742,06/04/2015,10/04/2015,Standard Class,Lancaster
407,408,CA-2017-158099,03/09/2017,05/09/2017,First Class,Philadelphia
408,409,CA-2016-131128,19/10/2016,20/10/2016,First Class,Concord
409,410,CA-2015-148488,10/12/2015,15/12/2015,Standard Class,New York City
410,411,CA-2018-114636,25/08/2018,29/08/2018,Standard Class,Charlotte
411,412,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,Concord
412,413,US-2015-158638,17/09/2015,21/09/2015,Standard Class,Philadelphia
413,414,CA-2018-111689,30/11/2018,02/12/2018,Second Class,New York City
414,415,CA-2016-129098,09/10/2016,13/10/2016,Standard Class,Springfield
415,416,US-2018-123463,23/12/2018,23/12/2018,Same Day,San Francisco
416,417,CA-2017-165148,22/10/2017,24/10/2017,First Class,Detroit
417,418,CA-2015-134061,29/04/2015,04/05/2015,Standard Class,Rochester
418,419,CA-2016-143602,25/04/2016,28/04/2016,Second Class,Los Angeles
419,420,CA-2018-115364,26/06/2018,02/07/2018,Standard Class,San Diego
420,421,CA-2018-150707,14/10/2018,19/10/2018,Standard Class,Columbia
421,422,CA-2015-104976,09/12/2015,16/12/2015,Standard Class,San Francisco
422,423,CA-2018-132934,20/06/2018,26/06/2018,Standard Class,New Rochelle
423,424,CA-2018-133256,26/06/2018,27/06/2018,First Class,Detroit
424,425,CA-2017-105494,10/11/2017,12/11/2017,First Class,San Francisco
425,426,CA-2017-140634,03/10/2017,06/10/2017,Second Class,Houston
426,427,CA-2015-144407,09/09/2015,15/09/2015,Standard Class,Detroit
427,428,CA-2018-160983,29/10/2018,31/10/2018,Second Class,Auburn
428,429,US-2017-114622,10/04/2017,12/04/2017,First Class,Springfield
429,430,CA-2018-150959,11/11/2018,13/11/2018,First Class,Garland
430,431,CA-2018-132353,15/09/2018,17/09/2018,First Class,Chicago
431,432,CA-2017-130477,08/04/2017,12/04/2017,Standard Class,Los Angeles
432,433,CA-2018-143259,30/12/2018,03/01/2019,Standard Class,New York City
433,434,CA-2018-137596,02/09/2018,07/09/2018,Standard Class,Jackson
434,435,CA-2016-133627,31/05/2016,07/06/2016,Standard Class,Norwich
435,436,CA-2018-102519,27/11/2018,29/11/2018,First Class,Milwaukee
436,437,US-2015-141215,15/06/2015,21/06/2015,Standard Class,San Antonio
437,438,CA-2017-165218,05/03/2017,11/03/2017,Standard Class,Dallas
438,439,CA-2015-138296,05/12/2015,12/12/2015,Standard Class,Alexandria
439,440,CA-2016-111164,11/04/2016,15/04/2016,Standard Class,New York City
440,441,CA-2017-149797,15/09/2017,20/09/2017,Standard Class,New York City
441,442,CA-2015-132962,13/09/2015,16/09/2015,First Class,Philadelphia
442,443,CA-2016-115091,05/10/2016,09/10/2016,Standard Class,Springfield
443,444,CA-2018-144932,14/04/2018,17/04/2018,First Class,Toledo
444,445,CA-2018-114216,02/09/2018,06/09/2018,Standard Class,Philadelphia
445,446,CA-2017-140081,20/06/2017,24/06/2017,Standard Class,Philadelphia
446,447,US-2018-111745,05/11/2018,06/11/2018,First Class,Farmington
447,448,CA-2016-148250,13/12/2016,17/12/2016,Standard Class,Riverside
448,449,CA-2017-105760,19/06/2017,20/06/2017,First Class,San Francisco
449,450,CA-2017-142958,13/12/2017,20/12/2017,Standard Class,Torrance
450,451,CA-2016-120880,29/05/2016,03/06/2016,Standard Class,Seattle
451,452,US-2016-140200,26/07/2016,28/07/2016,First Class,Mesa
452,453,US-2018-110576,28/11/2018,02/12/2018,Standard Class,Philadelphia
453,454,CA-2018-131156,03/04/2018,07/04/2018,Standard Class,Philadelphia
454,455,CA-2018-136539,28/12/2018,01/01/2019,Standard Class,Round Rock
455,456,CA-2018-119305,30/11/2018,04/12/2018,Standard Class,Jackson
456,457,CA-2018-102414,15/05/2018,18/05/2018,Second Class,Phoenix
457,458,CA-2016-112571,22/09/2016,22/09/2016,Same Day,Oceanside
458,459,CA-2018-152142,14/11/2018,19/11/2018,Standard Class,San Francisco
459,460,CA-2016-160059,27/11/2016,01/12/2016,Standard Class,Fayetteville
460,461,CA-2017-120859,01/09/2017,04/09/2017,First Class,San Francisco
461,462,CA-2015-127488,22/09/2015,24/09/2015,Second Class,Boca Raton
462,463,CA-2018-135279,09/04/2018,11/04/2018,First Class,New York City
463,464,CA-2015-115791,16/01/2015,18/01/2015,Second Class,Philadelphia
464,465,US-2018-103247,05/10/2018,08/10/2018,Second Class,New York City
465,466,US-2018-100209,09/07/2018,15/07/2018,Standard Class,Portland
466,467,CA-2018-159366,07/01/2018,10/01/2018,First Class,Detroit
467,468,CA-2017-145499,30/05/2017,31/05/2017,First Class,Wilmington
468,469,CA-2016-157035,09/12/2016,12/12/2016,First Class,Columbus
469,470,CA-2017-144939,03/10/2017,08/10/2017,Standard Class,New York City
470,471,CA-2015-163419,11/11/2015,14/11/2015,Second Class,Louisville
471,472,CA-2018-100314,29/09/2018,05/10/2018,Standard Class,Pasadena
472,473,CA-2016-146829,10/03/2016,10/03/2016,Same Day,Houston
473,474,CA-2018-167899,21/05/2018,26/05/2018,Standard Class,Auburn
474,475,CA-2016-153549,29/03/2016,31/03/2016,Second Class,Jacksonville
475,476,CA-2017-110023,09/09/2017,11/09/2017,First Class,New York City
476,477,CA-2017-105585,26/08/2017,27/08/2017,First Class,San Jose
477,478,CA-2015-117639,21/05/2015,25/05/2015,Standard Class,Virginia Beach
478,479,CA-2016-162537,28/10/2016,03/11/2016,Standard Class,Henderson
479,480,CA-2017-155488,13/11/2017,17/11/2017,Standard Class,Vancouver
480,481,CA-2016-124891,31/07/2016,31/07/2016,Same Day,New York City
481,482,CA-2016-126445,27/08/2016,31/08/2016,Standard Class,Murrieta
482,483,CA-2016-111199,13/11/2016,17/11/2016,Standard Class,Jacksonville
483,484,CA-2016-105312,06/11/2016,09/11/2016,First Class,Scottsdale
484,485,US-2018-106705,26/12/2018,01/01/2019,Standard Class,Burlington
485,486,CA-2018-135034,01/08/2018,03/08/2018,First Class,Chicago
486,487,CA-2015-158540,24/11/2015,26/11/2015,First Class,San Diego
487,488,CA-2018-118437,17/06/2018,21/06/2018,Second Class,Olympia
488,489,US-2016-126214,21/12/2016,24/12/2016,Second Class,Seattle
489,490,CA-2016-133025,17/09/2016,19/09/2016,Second Class,Los Angeles
490,491,CA-2016-108665,06/07/2016,10/07/2016,Standard Class,New York City
491,492,CA-2016-124450,27/04/2016,03/05/2016,Standard Class,Washington
492,493,CA-2016-167269,16/06/2016,20/06/2016,Standard Class,Philadelphia
493,494,CA-2018-106964,17/12/2018,20/12/2018,First Class,Los Angeles
494,495,CA-2017-126529,11/01/2017,13/01/2017,Second Class,Springfield
495,496,CA-2015-163552,11/07/2015,15/07/2015,Standard Class,Hackensack
496,497,CA-2017-109820,20/11/2017,22/11/2017,First Class,Cincinnati
497,498,CA-2017-113061,22/04/2017,26/04/2017,Standard Class,Jefferson City
498,499,CA-2016-127418,13/06/2016,14/06/2016,First Class,Los Angeles
499,500,CA-2018-121818,20/11/2018,21/11/2018,First Class,Burlington
500,501,CA-2017-127670,20/03/2017,24/03/2017,Standard Class,Saint Peters
501,502,CA-2017-102981,06/09/2017,09/09/2017,Second Class,New York City
502,503,CA-2018-115651,09/07/2018,12/07/2018,First Class,Chicago
503,504,CA-2018-152702,12/10/2018,16/10/2018,Standard Class,Rockford
504,505,CA-2017-169103,08/03/2017,13/03/2017,Standard Class,Miami
505,506,CA-2015-139192,27/05/2015,01/06/2015,Second Class,San Francisco
506,507,US-2016-153500,03/07/2016,05/07/2016,First Class,Philadelphia
507,508,CA-2016-110667,04/04/2016,08/04/2016,Standard Class,New York City
508,509,CA-2018-167150,10/12/2018,17/12/2018,Standard Class,San Diego
509,510,CA-2017-105284,24/11/2017,01/12/2017,Standard Class,Philadelphia
510,511,US-2016-125374,23/03/2016,29/03/2016,Standard Class,Houston
511,512,CA-2016-161263,16/04/2016,21/04/2016,Standard Class,Toledo
512,513,CA-2017-157686,01/10/2017,02/10/2017,First Class,San Francisco
513,514,US-2018-139955,28/09/2018,30/09/2018,Second Class,Brownsville
514,515,US-2016-150161,25/07/2016,29/07/2016,Standard Class,Philadelphia
515,516,CA-2016-144652,20/11/2016,26/11/2016,Standard Class,Los Angeles
516,517,CA-2017-152814,28/04/2017,02/05/2017,Standard Class,Denver
517,518,CA-2018-106943,14/11/2018,19/11/2018,Standard Class,New York City
518,519,CA-2017-134348,12/11/2017,19/11/2017,Standard Class,Mesa
519,520,CA-2017-161781,29/09/2017,30/09/2017,First Class,Columbus
520,521,CA-2018-132521,23/09/2018,25/09/2018,Second Class,Seattle
521,522,CA-2016-110016,29/11/2016,04/12/2016,Standard Class,Detroit
522,523,US-2017-143819,01/03/2017,05/03/2017,Standard Class,Yonkers
523,524,CA-2017-167584,12/08/2017,12/08/2017,Same Day,Des Moines
524,525,CA-2017-166163,15/08/2017,20/08/2017,Second Class,Oakland
525,526,CA-2018-158407,04/06/2018,10/06/2018,Standard Class,Monroe
526,527,CA-2016-143490,06/12/2016,13/12/2016,Standard Class,San Diego
527,528,CA-2016-165085,27/12/2016,31/12/2016,Standard Class,Clinton
528,529,CA-2018-160423,21/01/2018,26/01/2018,Standard Class,Charlotte
529,530,CA-2015-159338,25/06/2015,28/06/2015,First Class,Los Angeles
530,531,CA-2017-107216,14/06/2017,17/06/2017,First Class,San Francisco
531,532,US-2018-145863,21/04/2018,27/04/2018,Standard Class,Houston
532,533,CA-2017-112340,21/10/2017,27/10/2017,Standard Class,Riverside
533,534,US-2017-110156,19/11/2017,24/11/2017,Standard Class,Houston
534,535,CA-2018-140585,18/12/2018,23/12/2018,Second Class,Encinitas
535,536,CA-2017-144855,22/07/2017,24/07/2017,Second Class,San Francisco
536,537,CA-2016-142755,04/09/2016,08/09/2016,Standard Class,Roswell
537,538,US-2015-147627,20/01/2015,26/01/2015,Standard Class,Jonesboro
538,539,CA-2016-105970,02/03/2016,07/03/2016,Standard Class,Richmond
539,540,CA-2017-112102,12/04/2017,16/04/2017,Standard Class,Springfield
540,541,US-2017-114776,06/12/2017,07/12/2017,First Class,Antioch
541,542,US-2017-134908,05/06/2017,09/06/2017,Standard Class,Philadelphia
542,543,US-2017-148803,11/12/2017,11/12/2017,Same Day,Homestead
543,544,CA-2017-152170,12/11/2017,15/11/2017,Second Class,La Porte
544,545,CA-2015-146969,29/09/2015,03/10/2015,Standard Class,Los Angeles
545,546,CA-2016-112452,04/04/2016,04/04/2016,Same Day,Lansing
546,547,CA-2016-113971,08/05/2016,14/05/2016,Standard Class,Cuyahoga Falls
547,548,CA-2017-160395,31/12/2017,06/01/2018,Standard Class,Reno
548,549,CA-2015-136567,20/12/2015,21/12/2015,First Class,Harrisonburg
549,550,CA-2017-149314,02/07/2017,07/07/2017,Second Class,Los Angeles
550,551,CA-2018-147039,29/06/2018,04/07/2018,Standard Class,Minneapolis
551,552,CA-2015-126522,01/09/2015,05/09/2015,Second Class,Escondido
552,553,CA-2015-127964,03/03/2015,08/03/2015,Standard Class,New York City
553,554,CA-2015-117709,04/05/2015,08/05/2015,Standard Class,Jackson
554,555,CA-2016-125416,02/11/2016,02/11/2016,Same Day,Seattle
555,556,CA-2018-145226,08/12/2018,10/12/2018,Second Class,New York City
556,557,US-2015-100279,10/03/2015,14/03/2015,Standard Class,Royal Oak
557,558,CA-2015-158064,21/04/2015,25/04/2015,Standard Class,Los Angeles
558,559,US-2016-104430,22/10/2016,26/10/2016,Standard Class,Bloomington
559,560,CA-2016-132080,22/08/2016,25/08/2016,First Class,New York City
560,561,CA-2017-161207,29/08/2017,03/09/2017,Standard Class,Concord
561,562,CA-2015-120243,27/12/2015,30/12/2015,Second Class,Los Angeles
562,563,CA-2017-113621,01/12/2017,05/12/2017,Standard Class,Rockville
563,564,CA-2017-168081,24/04/2017,27/04/2017,Second Class,Houston
564,565,CA-2015-128146,21/06/2015,25/06/2015,Standard Class,Lakewood
565,566,CA-2018-138779,14/01/2018,15/01/2018,First Class,Jacksonville
566,567,CA-2015-127131,24/11/2015,30/11/2015,Standard Class,Seattle
567,568,CA-2018-117212,26/02/2018,28/02/2018,Second Class,Los Angeles
568,569,US-2016-130519,15/09/2016,15/09/2016,Same Day,Coral Springs
569,570,CA-2017-130946,08/04/2017,12/04/2017,Standard Class,Houston
570,571,CA-2017-114727,18/07/2017,24/07/2017,Standard Class,Denver
571,572,CA-2018-133235,01/08/2018,04/08/2018,First Class,Charlotte
572,573,CA-2017-137050,14/07/2017,18/07/2017,Second Class,New York City
573,574,US-2018-118087,09/09/2018,13/09/2018,Standard Class,Philadelphia
574,575,CA-2015-110184,12/07/2015,16/07/2015,Standard Class,Los Angeles
575,576,CA-2017-126004,04/12/2017,05/12/2017,First Class,New York City
576,577,CA-2018-100013,06/11/2018,11/11/2018,Standard Class,Los Angeles
577,578,CA-2016-132570,31/10/2016,02/11/2016,Second Class,Buffalo
578,579,CA-2017-153682,30/05/2017,01/06/2017,First Class,Cincinnati
579,580,CA-2017-144344,28/10/2017,28/10/2017,Same Day,Boynton Beach
580,581,CA-2015-127012,11/08/2015,15/08/2015,Standard Class,Seattle
581,582,CA-2017-128727,29/08/2017,04/09/2017,Standard Class,New York City
582,583,US-2017-162859,15/02/2017,22/02/2017,Standard Class,New York City
583,584,CA-2018-133641,14/05/2018,21/05/2018,Standard Class,Gulfport
584,585,CA-2015-168494,12/12/2015,14/12/2015,Second Class,Fresno
585,586,CA-2018-115602,18/12/2018,24/12/2018,Standard Class,New York City
586,587,CA-2016-154956,04/07/2016,09/07/2016,Standard Class,Milwaukee
587,588,CA-2018-144638,10/03/2018,14/03/2018,Standard Class,Chester
588,589,US-2017-168620,24/12/2017,28/12/2017,Second Class,Charlotte
589,590,CA-2018-117079,23/10/2018,27/10/2018,Standard Class,Jacksonville
590,591,US-2017-144393,28/10/2017,04/11/2017,Standard Class,Greenville
591,592,CA-2018-105053,07/07/2018,09/07/2018,Second Class,Long Beach
592,593,CA-2017-155992,01/10/2017,02/10/2017,First Class,La Porte
593,594,CA-2018-110380,02/09/2018,07/09/2018,Standard Class,San Francisco
594,595,US-2015-167738,24/12/2015,29/12/2015,Standard Class,Los Angeles
595,596,CA-2018-121412,23/09/2018,27/09/2018,Standard Class,Louisville
596,597,CA-2018-100426,04/06/2018,08/06/2018,Standard Class,Florence
597,598,US-2017-103646,21/04/2017,26/04/2017,Standard Class,Chicago
598,599,CA-2017-119186,26/05/2017,26/05/2017,Same Day,Fort Worth
599,600,CA-2017-148698,02/05/2017,07/05/2017,Standard Class,Houston
600,601,CA-2015-163293,08/09/2015,11/09/2015,First Class,Macon
601,602,CA-2017-160815,05/09/2017,06/09/2017,First Class,Cedar Rapids
602,603,CA-2018-122154,09/04/2018,11/04/2018,First Class,Jacksonville
603,604,US-2016-149692,06/12/2016,12/12/2016,Standard Class,Austin
604,605,CA-2017-119445,26/06/2017,03/07/2017,Standard Class,Providence
605,606,CA-2016-124268,04/07/2016,08/07/2016,Standard Class,New York City
606,607,CA-2017-154711,22/11/2017,26/11/2017,Standard Class,New York City
607,608,CA-2017-163384,10/11/2017,12/11/2017,First Class,San Francisco
608,609,CA-2016-101707,27/08/2016,01/09/2016,Standard Class,San Diego
609,610,CA-2016-138898,25/05/2016,29/05/2016,Standard Class,Pueblo
610,611,CA-2018-115427,30/12/2018,03/01/2019,Standard Class,Fairfield
611,612,CA-2017-134425,08/12/2017,12/12/2017,Second Class,Saint Paul
612,613,CA-2016-121391,04/10/2016,07/10/2016,First Class,San Francisco
613,614,CA-2017-137043,23/12/2017,25/12/2017,Second Class,Springfield
614,615,CA-2016-115847,19/09/2016,24/09/2016,Second Class,Arlington
615,616,US-2018-126179,03/07/2018,07/07/2018,Standard Class,Columbus
616,617,CA-2017-101966,14/07/2017,16/07/2017,Second Class,Houston
617,618,CA-2017-141397,20/06/2017,21/06/2017,First Class,Pasadena
618,619,CA-2017-141082,09/12/2017,13/12/2017,Standard Class,Lawrence
619,620,US-2017-134488,24/09/2017,01/10/2017,Standard Class,Columbus
620,621,CA-2017-145919,18/12/2017,23/12/2017,Standard Class,Los Angeles
621,622,CA-2018-157651,10/12/2018,14/12/2018,Standard Class,Philadelphia
622,623,CA-2015-160773,01/07/2015,05/07/2015,Standard Class,Deltona
623,624,CA-2018-167703,03/02/2018,08/02/2018,Standard Class,Cincinnati
624,625,CA-2018-121804,03/03/2018,08/03/2018,Standard Class,Murray
625,626,CA-2018-162635,09/10/2018,10/10/2018,First Class,Wilmington
626,627,CA-2015-107153,28/09/2015,03/10/2015,Standard Class,Lawrence
627,628,US-2015-117058,27/05/2015,30/05/2015,First Class,Chicago
628,629,CA-2016-120439,14/06/2016,18/06/2016,Standard Class,Philadelphia
629,630,CA-2017-128258,30/03/2017,01/04/2017,First Class,Norwich
630,631,CA-2018-106033,15/10/2018,18/10/2018,Second Class,San Francisco
631,632,CA-2017-142762,23/05/2017,27/05/2017,Standard Class,San Francisco
632,633,CA-2018-127705,02/06/2018,06/06/2018,Standard Class,Lorain
633,634,CA-2015-122567,16/02/2015,21/02/2015,Standard Class,Dallas
634,635,CA-2015-121664,06/05/2015,10/05/2015,Standard Class,Los Angeles
635,636,CA-2017-122133,16/05/2017,23/05/2017,Standard Class,Middletown
636,637,US-2018-123281,02/04/2018,07/04/2018,Standard Class,Los Angeles
637,638,CA-2018-100524,31/03/2018,02/04/2018,Second Class,New York City
638,639,CA-2018-113481,02/01/2018,04/01/2018,First Class,Jacksonville
639,640,CA-2016-131758,28/05/2016,01/06/2016,Standard Class,Freeport
640,641,CA-2015-118339,17/03/2015,24/03/2015,Standard Class,Lakeville
641,642,CA-2015-153976,03/10/2015,08/10/2015,Second Class,Evanston
642,643,CA-2017-162901,28/03/2017,31/03/2017,First Class,Arlington
643,644,CA-2018-162978,04/05/2018,09/05/2018,Standard Class,San Francisco
644,645,US-2015-160444,05/07/2015,05/07/2015,Same Day,Houston
645,646,CA-2017-145247,05/05/2017,07/05/2017,First Class,Louisville
646,647,CA-2018-160045,26/04/2018,27/04/2018,First Class,Fort Worth
647,648,US-2015-151925,26/09/2015,01/10/2015,Second Class,Los Angeles
648,649,CA-2018-125199,19/10/2018,25/10/2018,Standard Class,Philadelphia
649,650,US-2018-155425,10/11/2018,11/11/2018,First Class,Tucson
650,651,CA-2018-133249,08/07/2018,11/07/2018,First Class,Pico Rivera
651,652,US-2016-103471,24/12/2016,28/12/2016,Standard Class,Colorado Springs
