,cod_prod,Product Name,Product ID,Sub-Category,Category
1205,1206,O'Sullivan 2-Shelf Heavy-Duty Bookcases,FUR-BO-10000468,Bookcases,Furniture
1206,1207,Enermax Briskie RF Wireless Keyboard and Mouse Combo,TEC-AC-10001284,Accessories,Technology
1207,1208,GBC Twin Loop Wire Binding Elements,OFF-BI-10002082,Binders,Office Supplies
1208,1209,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",OFF-ST-10001505,Storage,Office Supplies
1209,1210,BIC Brite Liner Grip Highlighters,OFF-AR-10004582,Art,Office Supplies
1210,1211,WD My Passport Ultra 2TB Portable External Hard Drive,TEC-AC-10002842,Accessories,Technology
1211,1212,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",OFF-AP-10004785,Appliances,Office Supplies
1212,1213,Imation Clip USB flash drive - 8 GB,TEC-AC-10002217,Accessories,Technology
1213,1214,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,OFF-BI-10002954,Binders,Office Supplies
1214,1215,Acco 6 Outlet Guardian Standard Surge Suppressor,OFF-AP-10003281,Appliances,Office Supplies
1215,1216,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",OFF-SU-10000898,Supplies,Office Supplies
1216,1217,Avery Heavy-Duty EZD View Binder with Locking Rings,OFF-BI-10001249,Binders,Office Supplies
1217,1218,Belkin Standard 104 key USB Keyboard,TEC-AC-10002718,Accessories,Technology
1218,1219,Avaya IP Phone 1140E VoIP phone,TEC-PH-10002352,Phones,Technology
1219,1220,"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Chairs,Furniture
1220,1221,Newell 321,OFF-AR-10000127,Art,Office Supplies
1221,1222,Jabra Supreme Plus Driver Edition Headset,TEC-PH-10003811,Phones,Technology
1222,1223,Binder Posts,OFF-BI-10002393,Binders,Office Supplies
1223,1224,Bevis Round Conference Table Top & Single Column Base,FUR-TA-10002855,Tables,Furniture
1224,1225,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",OFF-EN-10000781,Envelopes,Office Supplies
1225,1226,Xerox 1978,OFF-PA-10002160,Paper,Office Supplies
1226,1227,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",OFF-AR-10002257,Art,Office Supplies
1227,1228,Plymouth Boxed Rubber Bands by Plymouth,OFF-FA-10004395,Fasteners,Office Supplies
1228,1229,3.6 Cubic Foot Counter Height Office Refrigerator,OFF-AP-10002534,Appliances,Office Supplies
1229,1230,"O'Sullivan Elevations Bookcase, Cherry Finish",FUR-BO-10003034,Bookcases,Furniture
1230,1231,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,OFF-ST-10000943,Storage,Office Supplies
1231,1232,Southworth Parchment Paper & Envelopes,OFF-PA-10000533,Paper,Office Supplies
1232,1233,"Tennsco Lockers, Sand",OFF-ST-10001172,Storage,Office Supplies
1233,1234,Xerox 1922,OFF-PA-10001661,Paper,Office Supplies
1234,1235,GBC Personal VeloBind Strips,OFF-BI-10004817,Binders,Office Supplies
1235,1236,Novimex Fabric Task Chair,FUR-CH-10003833,Chairs,Furniture
1236,1237,"Master Big Foot Doorstop, Beige",FUR-FU-10003142,Furnishings,Furniture
1237,1238,Microsoft Wireless Mobile Mouse 4000,TEC-AC-10001114,Accessories,Technology
1238,1239,Staples,OFF-FA-10002975,Fasteners,Office Supplies
1239,1240,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",OFF-ST-10003996,Storage,Office Supplies
1240,1241,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",OFF-BI-10002571,Binders,Office Supplies
1241,1242,Xerox 1952,OFF-PA-10000477,Paper,Office Supplies
1242,1243,"Fellowes Twister Kit, Gray/Clear, 3/pkg",OFF-BI-10004209,Binders,Office Supplies
1243,1244,Plantronics Audio 478 Stereo USB Headset,TEC-AC-10002800,Accessories,Technology
1244,1245,Hon 94000 Series Round Tables,FUR-TA-10003954,Tables,Furniture
1245,1246,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,TEC-AC-10003289,Accessories,Technology
1246,1247,"Plantronics CS 50-USB - headset - Convertible, Monaural",TEC-PH-10002468,Phones,Technology
1247,1248,Computer Printout Paper with Letter-Trim Perforations,OFF-PA-10001295,Paper,Office Supplies
1248,1249,Avery 52,OFF-LA-10000248,Labels,Office Supplies
1249,1250,Translucent Push Pins by OIC,OFF-FA-10004076,Fasteners,Office Supplies
1250,1251,Avery 507,OFF-LA-10004008,Labels,Office Supplies
1251,1252,Newell 349,OFF-AR-10001177,Art,Office Supplies
1252,1253,GBC DocuBind P50 Personal Binding Machine,OFF-BI-10001718,Binders,Office Supplies
1253,1254,Boston KS Multi-Size Manual Pencil Sharpener,OFF-AR-10004602,Art,Office Supplies
1254,1255,Tennsco 6- and 18-Compartment Lockers,OFF-ST-10000078,Storage,Office Supplies
1255,1256,Xerox 1888,OFF-PA-10000357,Paper,Office Supplies
1256,1257,Newell 308,OFF-AR-10004272,Art,Office Supplies
1257,1258,Polycom SoundStation2 EX Conference phone,TEC-PH-10001578,Phones,Technology
1258,1259,Mobile Personal File Cube,OFF-ST-10003638,Storage,Office Supplies
1259,1260,DMI Eclipse Executive Suite Bookcases,FUR-BO-10002213,Bookcases,Furniture
1260,1261,Quality Park Security Envelopes,OFF-EN-10003040,Envelopes,Office Supplies
1261,1262,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",TEC-PH-10000923,Phones,Technology
1262,1263,"DataProducts Ampli Magnifier Task Lamp, Black,",FUR-FU-10003623,Furnishings,Furniture
1263,1264,Acco 6 Outlet Guardian Basic Surge Suppressor,OFF-AP-10000124,Appliances,Office Supplies
1264,1265,"Sanford Colorific Scented Colored Pencils, 12/Pack",OFF-AR-10004511,Art,Office Supplies
1265,1266,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",OFF-PA-10003883,Paper,Office Supplies
1266,1267,Motorla HX550 Universal Bluetooth Headset,TEC-PH-10002807,Phones,Technology
1267,1268,"Eldon Expressions Wood Desk Accessories, Oak",FUR-FU-10002364,Furnishings,Furniture
1268,1269,Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Supplies,Office Supplies
1269,1270,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",FUR-TA-10003238,Tables,Furniture
1270,1271,Spigen Samsung Galaxy S5 Case Wallet,TEC-PH-10001536,Phones,Technology
1271,1272,Newell 33,OFF-AR-10004956,Art,Office Supplies
1272,1273,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,OFF-AR-10003696,Art,Office Supplies
1273,1274,Array Memo Cubes,OFF-PA-10000551,Paper,Office Supplies
1274,1275,Wilson Jones data.warehouse D-Ring Binders with DublLock,OFF-BI-10004506,Binders,Office Supplies
1275,1276,Xerox 1982,OFF-PA-10000740,Paper,Office Supplies
1276,1277,Hon Mobius Operator's Chair,FUR-CH-10002084,Chairs,Furniture
1277,1278,Fellowes Mighty 8 Compact Surge Protector,OFF-AP-10000692,Appliances,Office Supplies
1278,1279,Harmony HEPA Quiet Air Purifiers,OFF-AP-10000252,Appliances,Office Supplies
1279,1280,"Howard Miller 16"" Diameter Gallery Wall Clock",FUR-FU-10004748,Furnishings,Furniture
1280,1281,"Eldon Executive Woodline II Desk Accessories, Mahogany",FUR-FU-10001473,Furnishings,Furniture
1281,1282,"Boston Model 1800 Electric Pencil Sharpener, Gray",OFF-AR-10000538,Art,Office Supplies
1282,1283,Polycom SoundPoint Pro SE-225 Corded phone,TEC-PH-10001079,Phones,Technology
1283,1284,Euro-Pro Shark Turbo Vacuum,OFF-AP-10003842,Appliances,Office Supplies
1284,1285,"Metal Folding Chairs, Beige, 4/Carton",FUR-CH-10000553,Chairs,Furniture
1285,1286,Nontoxic Chalk,OFF-AR-10003469,Art,Office Supplies
1286,1287,Xerox 1991,OFF-PA-10003790,Paper,Office Supplies
1287,1288,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",FUR-BO-10002202,Bookcases,Furniture
1288,1289,Fellowes Advanced Computer Series Surge Protectors,OFF-AP-10002765,Appliances,Office Supplies
1289,1290,Recycled Steel Personal File for Hanging File Folders,OFF-ST-10003692,Storage,Office Supplies
1290,1291,HTC One,TEC-PH-10001051,Phones,Technology
1291,1292,Manco Dry-Lighter Erasable Highlighter,OFF-AR-10000817,Art,Office Supplies
1292,1293,Fiskars Home & Office Scissors,OFF-SU-10000952,Supplies,Office Supplies
1293,1294,Eldon Cleatmat Chair Mats for Medium Pile Carpets,FUR-FU-10004597,Furnishings,Furniture
1294,1295,Avery Self-Adhesive Photo Pockets for Polaroid Photos,OFF-BI-10002982,Binders,Office Supplies
1295,1296,Xerox 1959,OFF-PA-10004285,Paper,Office Supplies
1296,1297,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,OFF-AP-10001391,Appliances,Office Supplies
1297,1298,Xerox 22,OFF-PA-10000477,Paper,Office Supplies
1298,1299,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,TEC-PH-10001944,Phones,Technology
1299,1300,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",OFF-PA-10001776,Paper,Office Supplies
1300,1301,Logitech diNovo Edge Keyboard,TEC-AC-10004145,Accessories,Technology
1301,1302,Xerox 1989,OFF-PA-10003919,Paper,Office Supplies
1302,1303,Xerox 1984,OFF-PA-10002001,Paper,Office Supplies
1303,1304,Xerox 227,OFF-PA-10002787,Paper,Office Supplies
1304,1305,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,OFF-ST-10003123,Storage,Office Supplies
1305,1306,Deflect-o Glass Clear Studded Chair Mats,FUR-FU-10000308,Furnishings,Furniture
1306,1307,Canon PC1060 Personal Laser Copier,TEC-CO-10003763,Copiers,Technology
1307,1308,Bevis Round Conference Room Tables and Bases,FUR-TA-10001866,Tables,Furniture
1308,1309,Staple holder,OFF-AP-10002222,Appliances,Office Supplies
1309,1310,Xerox 1965,OFF-PA-10003971,Paper,Office Supplies
1310,1311,Bionaire 99.97% HEPA Air Cleaner,OFF-AP-10004036,Appliances,Office Supplies
1311,1312,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",OFF-AP-10002287,Appliances,Office Supplies
1312,1313,Balt Solid Wood Round Tables,FUR-TA-10001950,Tables,Furniture
1313,1314,Plantronics MX500i Earset,TEC-PH-10001527,Phones,Technology
1314,1315,Logitech G35 7.1-Channel Surround Sound Headset,TEC-AC-10003095,Accessories,Technology
1315,1316,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,TEC-AC-10000358,Accessories,Technology
1316,1317,Wausau Papers Astrobrights Colored Envelopes,OFF-EN-10004147,Envelopes,Office Supplies
1317,1318,Tenex Antistatic Computer Chair Mats,FUR-FU-10001468,Furnishings,Furniture
1318,1319,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",OFF-PA-10000380,Paper,Office Supplies
1319,1320,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,OFF-AP-10000026,Appliances,Office Supplies
1320,1321,Xerox 1994,OFF-PA-10003936,Paper,Office Supplies
1321,1322,Nu-Dell Executive Frame,FUR-FU-10002501,Furnishings,Furniture
1322,1323,Belkin 5 Outlet SurgeMaster Power Centers,OFF-AP-10001205,Appliances,Office Supplies
1323,1324,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",OFF-PA-10000659,Paper,Office Supplies
1324,1325,Insertable Tab Indexes For Data Binders,OFF-BI-10004141,Binders,Office Supplies
1325,1326,Satellite Sectional Post Binders,OFF-BI-10000632,Binders,Office Supplies
1326,1327,Memorex Micro Travel Drive 32 GB,TEC-AC-10004864,Accessories,Technology
1327,1328,Lexmark S315 Color Inkjet Printer,TEC-MA-10000597,Machines,Technology
1328,1329,Xerox 1926,OFF-PA-10002960,Paper,Office Supplies
1329,1330,Xerox 1918,OFF-PA-10000919,Paper,Office Supplies
1330,1331,SpineVue Locking Slant-D Ring Binders by Cardinal,OFF-BI-10001553,Binders,Office Supplies
1331,1332,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",OFF-AP-10004540,Appliances,Office Supplies
1332,1333,"Global Leather & Oak Executive Chair, Burgundy",FUR-CH-10001714,Chairs,Furniture
1333,1334,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",FUR-FU-10002298,Furnishings,Furniture
1334,1335,"Dixon Ticonderoga Maple Cedar Pencil, #2",OFF-AR-10000315,Art,Office Supplies
1335,1336,Acco Hot Clips Clips to Go,OFF-FA-10000936,Fasteners,Office Supplies
1336,1337,Acme Kleencut Forged Steel Scissors,OFF-SU-10004768,Supplies,Office Supplies
1337,1338,Xerox 1951,OFF-PA-10002581,Paper,Office Supplies
1338,1339,DAX Solid Wood Frames,FUR-FU-10004848,Furnishings,Furniture
1339,1340,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Appliances,Office Supplies
1340,1341,Staples in misc. colors,OFF-AR-10003087,Art,Office Supplies
1341,1342,Clearsounds A400,TEC-PH-10000141,Phones,Technology
1342,1343,Hewlett Packard 310 Color Digital Copier,TEC-CO-10000971,Copiers,Technology
1343,1344,Staples,OFF-FA-10001229,Fasteners,Office Supplies
1344,1345,Recycled Premium Regency Composition Covers,OFF-BI-10002437,Binders,Office Supplies
1345,1346,Xerox 219,OFF-PA-10004255,Paper,Office Supplies
1346,1347,Xerox 1903,OFF-PA-10001184,Paper,Office Supplies
1347,1348,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),TEC-AC-10002637,Accessories,Technology
1348,1349,O'Sullivan Plantations 2-Door Library in Landvery Oak,FUR-BO-10000780,Bookcases,Furniture
1349,1350,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,TEC-PH-10003072,Phones,Technology
1350,1351,Panasonic KX MB2061 Multifunction Printer,TEC-MA-10000112,Machines,Technology
1351,1352,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,TEC-AC-10004171,Accessories,Technology
1352,1353,Hon Rectangular Conference Tables,FUR-TA-10002645,Tables,Furniture
1353,1354,Computer Printout Index Tabs,OFF-BI-10003784,Binders,Office Supplies
1354,1355,GBC Wire Binding Combs,OFF-BI-10001617,Binders,Office Supplies
1355,1356,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",FUR-CH-10002439,Chairs,Furniture
1356,1357,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,OFF-AP-10003057,Appliances,Office Supplies
1357,1358,Bevis Rectangular Conference Tables,FUR-TA-10000849,Tables,Furniture
1358,1359,Ampad #10 Peel & Seel Holiday Envelopes,OFF-EN-10002973,Envelopes,Office Supplies
1359,1360,Cardinal Holdit Data Disk Pockets,OFF-BI-10003963,Binders,Office Supplies
1360,1361,Avery 496,OFF-LA-10000081,Labels,Office Supplies
1361,1362,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",OFF-PA-10000726,Paper,Office Supplies
1362,1363,Xerox 23,OFF-PA-10004983,Paper,Office Supplies
1363,1364,Eldon Pizzaz Desk Accessories,FUR-FU-10002107,Furnishings,Furniture
1364,1365,"Sauder Forest Hills Library, Woodland Oak Finish",FUR-BO-10002213,Bookcases,Furniture
1365,1366,Global Deluxe High-Back Office Chair in Storm,FUR-CH-10001190,Chairs,Furniture
1366,1367,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,TEC-AC-10000682,Accessories,Technology
1367,1368,Avery 50,OFF-LA-10004545,Labels,Office Supplies
1368,1369,Fiskars Spring-Action Scissors,OFF-SU-10002557,Supplies,Office Supplies
1369,1370,Anker 24W Portable Micro USB Car Charger,TEC-PH-10000912,Phones,Technology
1370,1371,"SAFCO Mobile Desk Side File, Wire Frame",OFF-ST-10001837,Storage,Office Supplies
1371,1372,Newell 313,OFF-AR-10001473,Art,Office Supplies
1372,1373,Jawbone JAMBOX Wireless Bluetooth Speaker,TEC-PH-10001835,Phones,Technology
1373,1374,Xerox 1895,OFF-PA-10002245,Paper,Office Supplies
1374,1375,"#10 White Business Envelopes,4 1/8 x 9 1/2",OFF-EN-10004483,Envelopes,Office Supplies
1375,1376,High Speed Automatic Electric Letter Opener,OFF-SU-10000151,Supplies,Office Supplies
1376,1377,Belkin 8 Outlet Surge Protector,OFF-AP-10001293,Appliances,Office Supplies
1377,1378,Panasonic KX TS3282B Corded phone,TEC-PH-10000675,Phones,Technology
1378,1379,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",OFF-ST-10003470,Storage,Office Supplies
1379,1380,Avery 49,OFF-LA-10004559,Labels,Office Supplies
1380,1381,Hoover Upright Vacuum With Dirt Cup,OFF-AP-10002651,Appliances,Office Supplies
1381,1382,Maxell 4.7GB DVD-RW 3/Pack,TEC-AC-10002550,Accessories,Technology
1382,1383,Avery Non-Stick Binders,OFF-BI-10000829,Binders,Office Supplies
1383,1384,Nortel Meridian M5316 Digital phone,TEC-PH-10002555,Phones,Technology
1384,1385,"Bush Westfield Collection Bookcases, Dark Cherry Finish",FUR-BO-10003450,Bookcases,Furniture
1385,1386,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",FUR-FU-10004665,Furnishings,Furniture
1386,1387,HTC One Mini,TEC-PH-10000369,Phones,Technology
1387,1388,Dell Slim USB Multimedia Keyboard,TEC-AC-10001590,Accessories,Technology
1388,1389,Contemporary Wood/Metal Frame,FUR-FU-10004909,Furnishings,Furniture
1389,1390,O'Sullivan Living Dimensions 3-Shelf Bookcases,FUR-BO-10004357,Bookcases,Furniture
1390,1391,KeyTronic KT800P2 - Keyboard - Black,TEC-AC-10000387,Accessories,Technology
1391,1392,GBC Standard Plastic Binding Systems' Combs,OFF-BI-10001308,Binders,Office Supplies
1392,1393,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,OFF-AP-10002734,Appliances,Office Supplies
1393,1394,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",FUR-FU-10004587,Furnishings,Furniture
1394,1395,Macally Suction Cup Mount,TEC-PH-10004833,Phones,Technology
1395,1396,Eldon Image Series Black Desk Accessories,FUR-FU-10001847,Furnishings,Furniture
1396,1397,"Executive Impressions 14""",FUR-FU-10002045,Furnishings,Furniture
1397,1398,"Executive Impressions 12"" Wall Clock",FUR-FU-10004671,Furnishings,Furniture
1398,1399,Bretford CR8500 Series Meeting Room Furniture,FUR-TA-10003569,Tables,Furniture
1399,1400,Plantronics Calisto P620-M USB Wireless Speakerphone System,TEC-PH-10002310,Phones,Technology
1400,1401,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),OFF-PA-10001752,Paper,Office Supplies
1401,1402,Panasonic KX MC6040 Color Laser Multifunction Printer,TEC-MA-10003356,Machines,Technology
1402,1403,Berol Giant Pencil Sharpener,OFF-AR-10003727,Art,Office Supplies
1403,1404,KeyTronic KT400U2 - Keyboard - Black,TEC-AC-10001635,Accessories,Technology
1404,1405,Avery 498,OFF-LA-10003663,Labels,Office Supplies
1405,1406,Canon imageCLASS 2200 Advanced Copier,TEC-CO-10004722,Copiers,Technology
1406,1407,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,TEC-MA-10002210,Machines,Technology
1407,1408,Accohide Poly Flexible Ring Binders,OFF-BI-10003196,Binders,Office Supplies
1408,1409,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,FUR-CH-10002017,Chairs,Furniture
1409,1410,Stackable Trays,FUR-FU-10003829,Furnishings,Furniture
1410,1411,"TOPS Voice Message Log Book, Flash Format",OFF-PA-10000697,Paper,Office Supplies
1411,1412,Boston 1730 StandUp Electric Pencil Sharpener,OFF-AR-10004691,Art,Office Supplies
1412,1413,"Executive Impressions 13"" Clairmont Wall Clock",FUR-FU-10004270,Furnishings,Furniture
1413,1414,"GBC Laser Imprintable Binding System Covers, Desert Sand",OFF-BI-10000948,Binders,Office Supplies
1414,1415,Xerox 2000,OFF-PA-10000223,Paper,Office Supplies
1415,1416,Green Bar Computer Printout Paper,OFF-PA-10000062,Paper,Office Supplies
1416,1417,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",FUR-BO-10003404,Bookcases,Furniture
1417,1418,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",OFF-BI-10004233,Binders,Office Supplies
1418,1419,Google Nexus 5,TEC-PH-10002834,Phones,Technology
1419,1420,Global Italian Leather Office Chair,FUR-CH-10003761,Chairs,Furniture
1420,1421,Advantus Motivational Note Cards,OFF-PA-10004665,Paper,Office Supplies
1421,1422,"Avery Flip-Chart Easel Binder, Black",OFF-BI-10001196,Binders,Office Supplies
1422,1423,I.R.I.S IRISCard Anywhere 5 Card Scanner,TEC-MA-10002981,Machines,Technology
1423,1424,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",TEC-PH-10003601,Phones,Technology
1424,1425,Ibico Presentation Index for Binding Systems,OFF-BI-10002003,Binders,Office Supplies
1425,1426,"Adams ""While You Were Out"" Message Pads",OFF-PA-10003016,Paper,Office Supplies
1426,1427,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",OFF-PA-10002246,Paper,Office Supplies
1427,1428,AT&T 17929 Lendline Telephone,TEC-PH-10002890,Phones,Technology
1428,1429,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,TEC-MA-10003626,Machines,Technology
1429,1430,Cisco TelePresence System EX90 Videoconferencing Unit,TEC-MA-10002412,Machines,Technology
1430,1431,Avery Fluorescent Highlighter Four-Color Set,OFF-AR-10003183,Art,Office Supplies
1431,1432,Xerox 1944,OFF-PA-10002319,Paper,Office Supplies
1432,1433,Xerox 215,OFF-PA-10001246,Paper,Office Supplies
1433,1434,Xerox 1885,OFF-PA-10001815,Paper,Office Supplies
1434,1435,"Computer Room Manger, 14""",FUR-FU-10001876,Furnishings,Furniture
1435,1436,AT&T CL2909,TEC-PH-10004531,Phones,Technology
1436,1437,Plantronics Voyager Pro HD - Bluetooth Headset,TEC-PH-10000673,Phones,Technology
1437,1438,AT&T EL51110 DECT,TEC-PH-10002075,Phones,Technology
1438,1439,BlackBerry Q10,TEC-PH-10003691,Phones,Technology
1439,1440,Compact Automatic Electric Letter Opener,OFF-SU-10000157,Supplies,Office Supplies
1440,1441,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,TEC-AC-10004227,Accessories,Technology
1441,1442,SanDisk Cruzer 8 GB USB Flash Drive,TEC-AC-10004127,Accessories,Technology
1442,1443,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",FUR-CH-10002758,Chairs,Furniture
1443,1444,Advantus Rolling Drawer Organizers,OFF-ST-10000532,Storage,Office Supplies
1444,1445,Maxell 4.7GB DVD-R 5/Pack,TEC-AC-10003709,Accessories,Technology
1445,1446,GBC Plasticlear Binding Covers,OFF-BI-10003166,Binders,Office Supplies
1446,1447,Plastic Stacking Crates & Casters,OFF-ST-10004835,Storage,Office Supplies
1447,1448,Belkin F9M820V08 8 Outlet Surge,OFF-AP-10000159,Appliances,Office Supplies
1448,1449,APC 7 Outlet Network SurgeArrest Surge Protector,OFF-AP-10001242,Appliances,Office Supplies
1449,1450,Maxell 4.7GB DVD+R 5/Pack,TEC-AC-10003433,Accessories,Technology
1450,1451,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,TEC-PH-10003187,Phones,Technology
1451,1452,Advantus Map Pennant Flags and Round Head Tacks,OFF-FA-10002763,Fasteners,Office Supplies
1452,1453,Xerox 1953,OFF-PA-10004239,Paper,Office Supplies
1453,1454,Xerox 228,OFF-PA-10004782,Paper,Office Supplies
1454,1455,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",FUR-FU-10001185,Furnishings,Furniture
1455,1456,Xerox 1954,OFF-PA-10003270,Paper,Office Supplies
1456,1457,Embossed Ink Jet Note Cards,OFF-PA-10002421,Paper,Office Supplies
1457,1458,Xerox 1942,OFF-PA-10002923,Paper,Office Supplies
1458,1459,"Carina Mini System Audio Rack, Model AR050B",OFF-ST-10001128,Storage,Office Supplies
1459,1460,Xerox 201,OFF-PA-10000520,Paper,Office Supplies
1460,1461,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",FUR-FU-10003832,Furnishings,Furniture
1461,1462,"GE 4 Foot Flourescent Tube, 40 Watt",FUR-FU-10000409,Furnishings,Furniture
1462,1463,Nokia Lumia 925,TEC-PH-10004389,Phones,Technology
1463,1464,Staple remover,OFF-SU-10000946,Supplies,Office Supplies
1464,1465,Dana Swing-Arm Lamps,FUR-FU-10001546,Furnishings,Furniture
1465,1466,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",OFF-PA-10000791,Paper,Office Supplies
1466,1467,Xerox 1969,OFF-PA-10003739,Paper,Office Supplies
1467,1468,"Eldon 200 Class Desk Accessories, Smoke",FUR-FU-10000771,Furnishings,Furniture
1468,1469,"Dual Level, Single-Width Filing Carts",OFF-ST-10002615,Storage,Office Supplies
1469,1470,Xerox 1971,OFF-PA-10000327,Paper,Office Supplies
1470,1471,Staple envelope,OFF-EN-10003286,Envelopes,Office Supplies
1471,1472,Boston 16750 Black Compact Battery Pencil Sharpener,OFF-AR-10003772,Art,Office Supplies
1472,1473,"Eberhard Faber 3 1/2"" Golf Pencils",OFF-AR-10003338,Art,Office Supplies
1473,1474,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",FUR-FU-10002116,Furnishings,Furniture
1474,1475,Global Highback Leather Tilter in Burgundy,FUR-CH-10000422,Chairs,Furniture
1475,1476,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",FUR-FU-10002685,Furnishings,Furniture
1476,1477,"Eldon 400 Class Desk Accessories, Black Carbon",FUR-FU-10004963,Furnishings,Furniture
1477,1478,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",OFF-BI-10000174,Binders,Office Supplies
1478,1479,Harbour Creations 67200 Series Stacking Chairs,FUR-CH-10004875,Chairs,Furniture
1479,1480,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",FUR-FU-10000305,Furnishings,Furniture
1480,1481,Samsung Galaxy Mega 6.3,TEC-PH-10001459,Phones,Technology
1481,1482,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",FUR-FU-10002445,Furnishings,Furniture
1482,1483,Xerox 198,OFF-PA-10000213,Paper,Office Supplies
1483,1484,"Safco Chair Connectors, 6/Carton",FUR-CH-10001797,Chairs,Furniture
1484,1485,Xerox 1997,OFF-PA-10003848,Paper,Office Supplies
1485,1486,Eldon Expressions Mahogany Wood Desk Collection,FUR-FU-10000755,Furnishings,Furniture
1486,1487,VariCap6 Expandable Binder,OFF-BI-10004654,Binders,Office Supplies
1487,1488,Stacking Trays by OIC,FUR-FU-10000550,Furnishings,Furniture
1488,1489,Epson Perfection V600 Photo Scanner,TEC-MA-10004521,Machines,Technology
1489,1490,Durable Pressboard Binders,OFF-BI-10003655,Binders,Office Supplies
1490,1491,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,OFF-AP-10003779,Appliances,Office Supplies
1491,1492,Alliance Rubber Bands,OFF-FA-10002701,Fasteners,Office Supplies
1492,1493,"SlimView Poly Binder, 3/8""",OFF-BI-10002799,Binders,Office Supplies
1493,1494,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",OFF-AR-10003582,Art,Office Supplies
